customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,avg_charge_per_minute,support_call_rate,high_service_calls,usage_intensity,customer_value_segment,rule_based_churn_risk_score,rule_based_churn_risk_level
CUST_000648,MN,80,415,No,No,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,0,train,0,0,352.4,290,33.79,0.0958853575482406,0.0,0,low_usage,low_value,10,low
CUST_000649,AL,134,415,No,No,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0,train,0,0,580.1,283,57.14,0.0985002585761075,0.0074626865671641,0,medium_usage,medium_value,10,low
CUST_000650,PA,77,510,No,Yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0,train,0,1,457.7000000000001,236,46.49999999999999,0.1015949311776272,0.0129870129870129,0,low_usage,low_value,0,low
CUST_000651,DE,147,510,No,No,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0,train,0,0,502.6,308,56.63,0.1126740947075208,0.0136054421768707,0,low_usage,medium_value,10,low
CUST_000652,MO,74,415,No,No,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0,train,0,0,577.6,315,58.580000000000005,0.1014196675900277,0.0135135135135135,0,medium_usage,medium_value,10,low
CUST_000653,IL,138,510,Yes,No,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0,train,1,0,580.8000000000001,315,58.13,0.1000860881542699,0.0072463768115942,0,medium_usage,medium_value,30,low
CUST_000654,HI,64,415,No,No,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0,train,0,0,641.8,350,61.330000000000005,0.0955593642879401,0.03125,0,high_usage,medium_value,10,low
CUST_000655,ME,120,510,No,No,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0,train,0,0,558.5999999999999,213,61.42,0.109953455066237,0.0166666666666666,0,medium_usage,medium_value,10,low
CUST_000656,CO,121,408,Yes,No,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1,train,1,0,516.1,331,50.95,0.0987211780662662,0.024793388429752,0,low_usage,low_value,30,low
CUST_000657,NH,88,415,No,No,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0,train,0,0,670.1999999999999,280,66.75999999999999,0.0996120561026559,0.0227272727272727,0,high_usage,high_value,25,low
CUST_000658,FL,104,415,No,No,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0,train,0,0,427.7,287,35.54,0.0830956277764788,0.0288461538461538,0,low_usage,low_value,10,low
CUST_000659,GA,27,510,No,No,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0,train,0,0,357.0,266,35.72,0.1000560224089635,0.037037037037037,0,low_usage,low_value,10,low
CUST_000660,IL,81,415,No,Yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0,train,0,1,614.3,321,65.15,0.1060556731238808,0.0,0,medium_usage,high_value,0,low
CUST_000661,NC,64,510,Yes,Yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0,train,1,1,545.6,319,48.79,0.089424486803519,0.0,0,low_usage,low_value,20,low
CUST_000662,VT,107,510,No,Yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0,train,0,1,744.1999999999999,348,73.59,0.0988847084117173,0.0093457943925233,0,high_usage,high_value,15,low
CUST_000663,DC,88,415,No,Yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0,train,0,1,646.0000000000001,269,69.02,0.1068421052631578,0.0113636363636363,0,high_usage,high_value,15,low
CUST_000664,VT,111,408,No,No,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0,train,0,0,604.1,348,52.44,0.0868068200629034,0.027027027027027,0,medium_usage,low_value,10,low
CUST_000665,NV,77,415,No,No,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0,train,0,0,560.3,312,63.43,0.1132072104229876,0.0649350649350649,1,medium_usage,medium_value,45,medium
CUST_000666,OR,67,415,Yes,No,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0,train,1,0,462.4,287,47.89,0.103568339100346,0.0298507462686567,0,low_usage,low_value,30,low
CUST_000667,AL,102,408,No,No,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0,train,0,0,537.5,308,61.010000000000005,0.113506976744186,0.0098039215686274,0,low_usage,medium_value,10,low
CUST_000668,ND,146,408,No,Yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0,train,0,1,569.4,258,57.49,0.1009659290481208,0.0068493150684931,0,medium_usage,medium_value,0,low
CUST_000669,NE,96,415,No,No,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1,train,0,0,677.4,335,63.010000000000005,0.0930174195453203,0.0104166666666666,0,high_usage,medium_value,10,low
CUST_000670,ME,149,408,No,No,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0,train,0,0,646.5,306,68.53,0.1060015467904099,0.0,0,high_usage,high_value,25,low
CUST_000671,IL,129,415,No,No,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0,train,0,0,583.7,300,63.71999999999999,0.1091656672948432,0.0155038759689922,0,medium_usage,high_value,10,low
CUST_000672,WA,166,408,No,No,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0,train,0,0,584.1999999999999,343,65.14,0.1115029099623416,0.0,0,medium_usage,high_value,10,low
CUST_000673,KS,149,510,No,No,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0,train,0,0,727.7,267,73.06,0.1003985158719252,0.0201342281879194,0,high_usage,high_value,25,low
CUST_000674,RI,70,415,No,No,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0,train,0,0,638.4,305,56.71,0.0888314536340852,0.0428571428571428,0,high_usage,medium_value,10,low
CUST_000675,IA,66,510,No,No,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0,train,0,0,630.0,383,68.99,0.1095079365079365,0.0303030303030303,0,high_usage,high_value,25,low
CUST_000676,NV,160,415,No,No,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0,train,0,0,645.3,304,60.97,0.0944831861149852,0.00625,0,high_usage,medium_value,10,low
CUST_000677,WI,129,415,No,Yes,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0,train,0,1,567.1,286,60.39,0.1064891553517898,0.0077519379844961,0,medium_usage,medium_value,0,low
CUST_000678,AL,93,408,No,No,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1,train,0,0,764.8999999999999,281,79.36999999999999,0.1037651980651065,0.032258064516129,0,high_usage,high_value,25,low
CUST_000679,HI,169,415,No,No,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0,train,0,0,592.9,339,58.31,0.0983471074380165,0.0118343195266272,0,medium_usage,medium_value,10,low
CUST_000680,MO,58,415,No,No,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0,train,0,0,570.3,361,55.55,0.0974048746273891,0.0172413793103448,0,medium_usage,medium_value,10,low
CUST_000681,MO,45,408,No,No,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0,train,0,0,590.4999999999999,303,61.42,0.1040135478408128,0.0222222222222222,0,medium_usage,medium_value,10,low
CUST_000682,CT,155,510,No,No,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0,train,0,0,438.2,323,49.74,0.1135098128708352,0.0193548387096774,0,low_usage,low_value,10,low
CUST_000683,MD,52,415,No,No,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0,train,0,0,545.6,324,59.86000000000001,0.1097140762463343,0.0769230769230769,1,low_usage,medium_value,45,medium
CUST_000684,OH,119,415,No,Yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0,train,0,1,645.9,344,69.81,0.1080817464003715,0.0,0,high_usage,high_value,15,low
CUST_000685,NV,86,510,No,No,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0,train,0,0,514.4000000000001,263,48.830000000000005,0.0949261275272161,0.0116279069767441,0,low_usage,low_value,10,low
CUST_000686,MD,42,408,No,No,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0,train,0,0,585.0,324,61.44,0.105025641025641,0.0,0,medium_usage,medium_value,10,low
CUST_000687,OH,123,408,No,No,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,0,train,0,0,629.5,338,54.870000000000005,0.0871644162033359,0.0,0,high_usage,low_value,10,low
CUST_000688,MA,98,510,No,No,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1,train,0,0,757.6,345,78.13,0.1031282998944033,0.0408163265306122,1,high_usage,high_value,60,medium
CUST_000689,OK,149,510,No,Yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0,train,0,1,633.6999999999999,284,63.79,0.1006627741833675,0.0067114093959731,0,high_usage,high_value,0,low
CUST_000690,MA,160,408,No,No,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0,train,0,0,719.7,304,64.77000000000001,0.0899958315964985,0.00625,0,high_usage,high_value,10,low
CUST_000691,WA,103,415,No,No,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0,train,0,0,558.6999999999999,318,58.5,0.1047073563629855,0.0485436893203883,1,medium_usage,medium_value,45,medium
CUST_000692,HI,132,415,No,Yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0,train,0,1,557.9,328,56.31,0.1009320666786162,0.0075757575757575,0,medium_usage,medium_value,0,low
CUST_000693,CO,137,415,No,No,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0,train,0,0,601.6,311,57.57000000000001,0.0956948138297872,0.0072992700729927,0,medium_usage,medium_value,10,low
CUST_000694,FL,129,415,Yes,No,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0,train,1,0,589.1999999999999,313,69.44,0.1178547182620502,0.0077519379844961,0,medium_usage,high_value,45,medium
CUST_000695,WI,62,415,No,No,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,0,train,0,0,519.5,248,64.93,0.1249855630413859,0.0161290322580645,0,low_usage,high_value,10,low
CUST_000696,WY,32,408,No,No,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0,train,0,0,570.3,255,56.78,0.0995616342275995,0.03125,0,medium_usage,medium_value,10,low
CUST_000697,GA,86,510,No,No,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0,train,0,0,623.0,329,53.16,0.0853290529695024,0.0348837209302325,0,medium_usage,low_value,10,low
CUST_000698,FL,130,415,No,No,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0,train,0,0,575.2,367,59.47,0.1033901251738525,0.0076923076923076,0,medium_usage,medium_value,10,low
CUST_000699,WY,42,408,No,No,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0,train,0,0,455.2000000000001,326,50.81,0.1116212653778558,0.0238095238095238,0,low_usage,low_value,10,low
CUST_000700,DE,73,415,No,No,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0,train,0,0,567.1,274,66.49,0.1172456356903544,0.0273972602739726,0,medium_usage,high_value,25,low
CUST_000701,ME,66,408,No,Yes,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0,train,0,1,694.3000000000001,341,74.05,0.1066541840702866,0.0303030303030303,0,high_usage,high_value,15,low
CUST_000702,DC,103,510,No,Yes,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0,train,0,1,501.7,329,45.6,0.0908909706996212,0.0,0,low_usage,low_value,0,low
CUST_000703,IA,128,408,No,No,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,0,train,0,0,701.2,250,63.71,0.0908585282373074,0.0078125,0,high_usage,medium_value,10,low
CUST_000704,CO,104,415,No,No,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0,train,0,0,657.8,306,63.29,0.096214654910307,0.0192307692307692,0,high_usage,medium_value,10,low
CUST_000705,MN,103,415,No,No,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0,train,0,0,432.6,331,48.77,0.1127369394359685,0.0,0,low_usage,low_value,10,low
CUST_000706,AZ,87,510,No,No,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0,train,0,0,483.1,342,43.33,0.0896915752432208,0.0114942528735632,0,low_usage,low_value,10,low
CUST_000707,LA,109,415,No,Yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1,train,0,1,597.7,278,59.370000000000005,0.0993307679437845,0.0091743119266055,0,medium_usage,medium_value,0,low
CUST_000708,ME,97,510,No,No,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1,train,0,0,496.6,263,46.91,0.0944623439387837,0.0412371134020618,1,low_usage,low_value,45,medium
CUST_000709,MD,106,415,No,No,0,165.3,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0,train,0,0,571.0,315,56.67,0.099246935201401,0.0188679245283018,0,medium_usage,medium_value,10,low
CUST_000710,VT,125,415,No,No,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0,train,0,0,502.8,363,47.93,0.0953261734287987,0.016,0,low_usage,low_value,10,low
CUST_000711,DC,108,408,No,Yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0,train,0,1,627.4,327,66.73,0.1063595792158113,0.0,0,medium_usage,high_value,15,low
CUST_000712,WY,125,415,No,No,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,0,train,0,0,621.8,337,55.68000000000001,0.089546477967192,0.008,0,medium_usage,medium_value,10,low
CUST_000713,VA,72,510,Yes,Yes,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,0,train,1,1,504.5,299,46.96,0.0930822596630327,0.0,0,low_usage,low_value,20,low
CUST_000714,CT,23,510,No,No,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1,train,0,0,725.6,383,85.46,0.1177783902976846,0.0869565217391304,0,high_usage,high_value,25,low
CUST_000715,HI,149,510,No,No,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0,train,0,0,601.9000000000001,305,58.5,0.0971922246220302,0.046979865771812,1,medium_usage,medium_value,45,medium
CUST_000716,WI,73,415,No,No,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0,train,0,0,574.8,288,61.84,0.1075852470424495,0.0,0,medium_usage,medium_value,10,low
CUST_000717,MD,61,415,No,No,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,1,train,0,0,714.2,323,75.08000000000001,0.1051246149537944,0.0163934426229508,0,high_usage,high_value,25,low
CUST_000718,WV,161,415,No,No,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1,train,0,0,481.0,311,51.49,0.107047817047817,0.0248447204968944,1,low_usage,low_value,45,medium
CUST_000719,UT,118,415,No,Yes,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0,train,0,1,490.1,230,45.010000000000005,0.091838400326464,0.0084745762711864,0,low_usage,low_value,0,low
CUST_000720,CO,23,408,No,No,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,0,train,0,0,591.4000000000001,274,60.41,0.1021474467365573,0.2608695652173913,1,medium_usage,medium_value,45,medium
CUST_000721,NC,127,415,No,Yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0,train,0,1,515.5,314,41.150000000000006,0.0798254122211445,0.0,0,low_usage,low_value,0,low
CUST_000722,NJ,42,415,No,Yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0,train,0,1,540.1,314,53.72,0.0994630623958526,0.0,0,low_usage,low_value,0,low
CUST_000723,AR,118,415,No,No,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1,train,0,0,807.2,368,85.7,0.1061694747274529,0.0423728813559322,1,high_usage,high_value,60,medium
CUST_000724,IA,45,510,No,No,0,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,0,train,0,0,453.80000000000007,273,47.60000000000001,0.1048920229175848,0.0444444444444444,0,low_usage,low_value,10,low
CUST_000725,GA,50,408,No,Yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0,train,0,1,827.2,318,77.98,0.094269825918762,0.02,0,high_usage,high_value,15,low
CUST_000726,MO,179,510,No,No,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,1,train,0,0,851.8,353,88.13000000000001,0.1034632542850434,0.0,0,high_usage,high_value,25,low
CUST_000727,MO,152,408,No,No,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0,train,0,0,448.8,336,40.2,0.0895721925133689,0.0131578947368421,0,low_usage,low_value,10,low
CUST_000728,WY,105,415,No,No,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0,train,0,0,625.8000000000001,317,55.24,0.0882710131032278,0.019047619047619,0,medium_usage,medium_value,10,low
CUST_000729,HI,72,415,No,No,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,0,train,0,0,528.9,283,43.93000000000001,0.0830591794290036,0.0,0,low_usage,low_value,10,low
CUST_000730,PA,52,408,No,No,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0,train,0,0,780.9000000000001,307,71.98000000000002,0.0921756947112306,0.0192307692307692,0,high_usage,high_value,25,low
CUST_000731,TX,125,415,No,No,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,0,train,0,0,533.6,324,57.06,0.1069340329835082,0.008,0,low_usage,medium_value,10,low
CUST_000732,VA,143,510,No,No,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0,train,0,0,455.0,268,43.06999999999999,0.0946593406593406,0.0069930069930069,0,low_usage,low_value,10,low
CUST_000733,RI,65,415,No,No,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0,train,0,0,537.1999999999999,238,47.83,0.0890357408786299,0.0153846153846153,0,low_usage,low_value,10,low
CUST_000734,WI,80,415,No,No,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0,train,0,0,755.8,283,71.78000000000002,0.0949722148716591,0.0125,0,high_usage,high_value,25,low
CUST_000735,NC,43,415,No,No,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0,train,0,0,371.9,318,32.92,0.0885184189298198,0.0232558139534883,0,low_usage,low_value,10,low
CUST_000736,NV,143,415,No,No,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,0,train,0,0,508.8,303,56.42999999999999,0.1109080188679245,0.0,0,low_usage,medium_value,10,low
CUST_000737,UT,81,415,No,Yes,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0,train,0,1,476.8,306,48.13,0.1009437919463087,0.0,0,low_usage,low_value,0,low
CUST_000738,ME,205,510,No,Yes,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0,train,0,1,519.3,306,53.31,0.1026574234546505,0.0097560975609756,0,low_usage,low_value,0,low
CUST_000739,HI,24,415,No,No,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0,train,0,0,608.2,326,64.88999999999999,0.1066918776718184,0.0416666666666666,0,medium_usage,high_value,10,low
CUST_000740,OH,74,415,No,No,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0,train,0,0,640.3999999999999,329,57.26,0.0894128669581511,0.0,0,high_usage,medium_value,10,low
CUST_000741,OK,74,415,No,No,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0,train,0,0,671.7,312,69.89,0.1040494268274527,0.0135135135135135,0,high_usage,high_value,25,low
CUST_000742,KY,74,510,Yes,No,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1,train,1,0,555.0,346,52.18,0.094018018018018,0.0135135135135135,0,medium_usage,low_value,30,low
CUST_000743,AL,200,408,No,No,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,0,train,0,0,450.2,317,44.120000000000005,0.0980008884940026,0.005,0,low_usage,low_value,10,low
CUST_000744,MD,86,408,No,No,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,0,train,0,0,717.9,290,72.44000000000001,0.1009054185819752,0.0465116279069767,1,high_usage,high_value,60,medium
CUST_000745,NE,91,510,No,Yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0,train,0,1,682.8000000000001,320,62.43,0.0914323374340948,0.0,0,high_usage,medium_value,0,low
CUST_000746,TX,130,415,No,No,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0,train,0,0,594.5999999999999,288,52.62,0.0884964682139253,0.0076923076923076,0,medium_usage,low_value,10,low
CUST_000747,OH,56,408,No,No,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0,train,0,0,582.9999999999999,302,47.47,0.0814236706689537,0.0357142857142857,0,medium_usage,low_value,10,low
CUST_000748,DE,117,415,No,No,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0,train,0,0,630.5,354,62.63,0.0993338620142743,0.0,0,high_usage,medium_value,10,low
CUST_000749,VT,126,415,No,No,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,0,train,0,0,581.8,314,61.51,0.1057236163630113,0.0,0,medium_usage,medium_value,10,low
CUST_000750,OR,132,510,No,No,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,0,train,0,0,683.4,324,65.85,0.0963564530289727,0.0075757575757575,0,high_usage,high_value,10,low
CUST_000751,NV,81,415,No,Yes,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,1,train,0,1,560.8000000000001,361,55.92,0.0997146932952924,0.0493827160493827,1,medium_usage,medium_value,35,medium
CUST_000752,NC,122,415,No,No,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0,train,0,0,570.2,291,56.56,0.0991932655208698,0.0163934426229508,0,medium_usage,medium_value,10,low
CUST_000753,NJ,46,408,No,No,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1,train,0,0,736.3,270,78.77000000000001,0.1069808501969306,0.0434782608695652,0,high_usage,high_value,25,low
CUST_000754,ID,99,408,No,No,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0,train,0,0,579.1999999999999,321,54.14,0.0934737569060773,0.0101010101010101,0,medium_usage,low_value,10,low
CUST_000755,AL,87,408,No,No,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0,train,0,0,644.0999999999999,295,70.01,0.1086943021269989,0.0114942528735632,0,high_usage,high_value,25,low
CUST_000756,AK,108,415,No,No,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0,train,0,0,523.4,324,47.9,0.0915170042032862,0.0092592592592592,0,low_usage,low_value,10,low
CUST_000757,PA,53,415,No,No,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0,train,0,0,525.8000000000001,325,58.13,0.1105553442373525,0.0566037735849056,0,low_usage,medium_value,10,low
CUST_000758,NV,144,415,Yes,No,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0,train,1,0,635.9,278,60.92,0.0958012266079572,0.0,0,high_usage,medium_value,30,low
CUST_000759,AL,91,510,No,Yes,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0,train,0,1,621.1999999999999,316,67.21,0.108193818415969,0.0329670329670329,0,medium_usage,high_value,15,low
CUST_000760,GA,58,408,No,No,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,0,train,0,0,487.7000000000001,310,50.13,0.102788599548903,0.0344827586206896,0,low_usage,low_value,10,low
CUST_000761,AR,5,415,No,No,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,0,train,0,0,613.8,206,63.0,0.1026392961876832,0.6,0,medium_usage,medium_value,10,low
CUST_000762,MA,97,408,No,No,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,0,train,0,0,693.0,245,72.14,0.104098124098124,0.0,0,high_usage,high_value,25,low
CUST_000763,MO,142,415,No,Yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,0,train,0,1,600.5999999999999,260,55.34,0.0921411921411921,0.0070422535211267,0,medium_usage,medium_value,0,low
CUST_000764,NY,9,408,No,Yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,0,train,0,1,600.8999999999999,332,62.36,0.1037776668330837,0.1111111111111111,0,medium_usage,medium_value,0,low
CUST_000765,AZ,73,415,No,No,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0,train,0,0,558.1,324,59.71,0.1069879949829779,0.0,0,medium_usage,medium_value,10,low
CUST_000766,WV,43,408,No,No,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,0,train,0,0,554.5,371,63.26,0.1140847610459873,0.0,0,medium_usage,medium_value,10,low
